ID,District_Name,District_Hospital_Name,CHCs,Month,Patient_Registration_%,Appointment_Utilization_%,OPD_Growth_%,Bed_Occupancy_%,Pharmacy_Fulfillment_%,Lab_TAT_Hours,Radiology_Utilization_%,OPD_Billing_Accuracy_%,IPD_Discharge_Summary_%,OT_Utilization_%,Surgery_Success_%,Emergency_Response_Min,Staff_Attendance_%,Claim_Settlement_%,Patient_Satisfaction_%,Ambulance_Response_Min,Consultancy Type,% Patient having ABHA ID,HFR_Registred,Time for Initial Assessment of Indoor Patients (min),% of Unplanned Return to OT,Mortality Ratio for ICU (%),Return to ICU within 48 hrs (%),TAT for the Issue of Blood (min),Ambulance Utilization Rate (%),Ambulance Medication/Equipment Availability (%)
HR25F1151,Karnal,Kalpana Chawala Medical College,Taraori,01-10-2025,74,57.1,13,83.5,97,5.7,49,85,94,70.3,90,29,76,68,63.8,17.5,Online,46,Yes,34,3,3,4,81,19.7,75
HR25F1152,Karnal,Kalpana Chawala Medical College,Gharunda,01-10-2025,87.5,54.7,0,94.9,98,8.0,30,89,72,58.6,99,10,86,81,51,19.5,Online,86,Yes,48,2,1,1,52,19.7,76.3
HR25F1153,Karnal,Kalpana Chawala Medical College,Nissing,01-10-2025,71,59.6,10,37.6,90,4.9,87,98,86,72.9,89,9,76,94,51,17,New,32.7,No,27,5,0,2,40,71.7,87.5
HR25F1154,Karnal,Kalpana Chawala Medical College,Kunjpura,01-10-2025,90.5,87.7,3,83.5,91,5.0,87,99,88,89.8,95,21,76,78,51,14.5,Follow-up,34,Yes,14,0,3,1,12,76.5,46.3
HR25F1155,Karnal,Kalpana Chawala Medical College,Ballah,01-10-2025,77,55.9,15,87.3,97,6.5,37,93,71,45.6,85,16,84,75,51,17.5,Online,46,Yes,53,3,3,1,80,22.1,46.3
HR25F1156,Karnal,Kalpana Chawala Medical College,Nigdu,01-10-2025,47,44.9,7,73.3,94,5.0,49,97,84,35.2,94,19,96,77,54.7,18.5,New,82,Yes,43,2,0,4,41,61.1,41.3
HR25F1157,Karnal,Kalpana Chawala Medical College,Sambhli,01-10-2025,50,57.1,1,60.5,80,6.0,65,83,100,52.1,96,19,96,82,95,15.5,Online,52.7,No,52,4,3,0,19,62.3,57.5
HR25F1158,Karnal,Kalpana Chawala Medical College,Padha,01-10-2025,66.5,43.7,2,37.6,99,3.6,41,95,91,71.6,99,15,87,86,62,17.5,New,38,Yes,35,5,0,4,78,16.2,53.8
HR25F1159,Kurukshetra,Kurukshetra-DH,Pehowa,01-10-2025,92,85.2,12,93.6,81,8.9,31,81,75,88.5,95,17,99,64,89.5,20,Telemedicine,75.3,No,45,4,3,1,27,26.8,56.3
HR25F1160,Kurukshetra,Kurukshetra-DH,Ladwa,01-10-2025,48.5,74.2,0,64.4,90,3.9,44,81,70,61.2,90,26,84,92,41.8,18,New,31.3,No,22,3,0,2,32,77.6,47.5
HR25F1161,Kurukshetra,Kurukshetra-DH,Mathana,01-10-2025,56,87.7,9,66.9,96,5.4,36,93,99,45.6,94,19,87,87,82.2,15.5,Follow-up,67.3,Yes,21,1,1,3,40,20.9,48.8
HR25F1162,Kurukshetra,Kurukshetra-DH,Jhansa,01-10-2025,63.5,73,1,96.2,80,5.7,60,100,99,59.9,86,25,76,78,82.2,13.5,New,54,Yes,21,2,3,3,25,36.3,41.3
HR25F1163,Kurukshetra,Kurukshetra-DH,Barana,01-10-2025,60.5,43.7,2,77.1,79,8.5,80,94,97,41.7,86,25,85,89,54.7,20,New,68.7,No,42,4,2,1,27,55.2,78.8
HR25F1164,Kurukshetra,Kurukshetra-DH,Babain,01-10-2025,39.5,63.2,6,75.8,75,4.0,55,98,72,93.7,85,11,80,71,45.5,16,Follow-up,46,Yes,40,3,3,3,39,74.1,40
HR25F1165,Mahendragarh,Mahendragarh-DH,Ateli,01-10-2025,92,51,4,82.2,70,8.6,39,81,74,65.1,88,5,93,89,54.7,16.5,Follow-up,32.7,No,60,2,3,1,82,58.7,55
HR25F1166,Mahendragarh,Mahendragarh-DH,Nangal‑sirohi,01-10-2025,86,81.6,14,33.8,96,6.9,46,99,82,75.5,86,28,81,64,84,17,New,46,No,47,4,1,4,75,67,62.5
HR25F1167,Mahendragarh,Mahendragarh-DH,Nangal‑chaudhry,01-10-2025,54.5,85.2,8,87.3,80,6.4,46,82,72,39.1,93,7,88,92,40,10,Online,82,No,53,4,1,4,28,65.8,60
HR25F1168,Mahendragarh,Mahendragarh-DH,Satnali,01-10-2025,84.5,86.4,7,92.4,98,4.4,55,89,70,92.4,98,24,78,69,85.8,17,New,56.7,Yes,45,3,0,0,82,59.9,80
HR25F1169,Mahendragarh,Mahendragarh-DH,Sehlang,01-10-2025,38,40,2,96.2,80,6.6,83,87,92,49.5,95,7,86,90,74.8,16,Online,55.3,Yes,60,2,2,1,29,28,71.3
HR25F1170,Mahendragarh,Mahendragarh-DH,Dochana,01-10-2025,36.5,41.2,8,92.4,93,4.8,48,99,95,61.2,88,17,90,73,52.8,13.5,Follow-up,86,No,42,5,3,4,25,43.4,41.3
HR25F1171,Mewat,SHKM‑Medical College,Ferozepur Zhirka,01-10-2025,47,90.1,4,88.5,95,7.6,75,82,92,62.5,97,7,79,68,71.2,19.5,Follow-up,63.3,Yes,13,0,3,2,57,37.5,66.3
HR25F1172,Mewat,SHKM‑Medical College,Punhana,01-10-2025,78.5,81.6,6,100,90,4.5,30,97,71,66.4,87,8,86,86,62,14.5,New,76.7,No,23,2,3,2,50,69.4,77.5
HR25F1173,Mewat,SHKM‑Medical College,Tauru,01-10-2025,38,85.2,9,84.7,79,5.7,35,81,86,46.9,98,16,80,76,85.8,12,Follow-up,42,Yes,28,3,1,3,20,43.4,68.8
HR25F1174,Palwal,Palwal-DH,Aurangabad,01-10-2025,39.5,76.7,1,66.9,100,5.0,73,87,87,76.8,100,16,78,68,73,11,Follow-up,40.7,Yes,58,0,3,0,45,65.8,86.3
HR25F1175,Palwal,Palwal-DH,Hathin,01-10-2025,41,41.2,1,46.5,85,4.4,58,90,82,89.8,97,13,99,90,89.5,16.5,New,86,No,45,0,2,2,25,71.7,40
HR25F1176,Palwal,Palwal-DH,Sondhad,01-10-2025,89,82.8,2,56.7,87,6.9,69,81,81,39.1,85,14,85,72,65.7,13,New,44.7,Yes,33,2,2,0,30,45.7,70
HR25F1177,Palwal,Palwal-DH,Alawalpur,01-10-2025,50,85.2,7,92.4,91,6.6,75,100,79,87.2,89,14,95,62,76.7,20,New,40.7,No,53,0,0,2,59,35.1,77.5
HR25F1178,Palwal,Palwal-DH,Dudhola,01-10-2025,75.5,44.9,13,68.2,82,7.5,51,95,75,70.3,99,23,98,94,89.5,16.5,New,75.3,Yes,24,0,2,0,33,37.5,63.8
HR25F1179,Panchkula,Panchkula-DH,Raipurrani,01-10-2025,83,44.9,2,40.2,98,3.3,80,96,96,61.2,88,24,93,81,87.7,19.5,New,48.7,Yes,57,1,2,3,52,56.4,81.3
HR25F1180,Panchkula,Panchkula-DH,Nanakpur,01-10-2025,75.5,59.6,4,91.1,100,7.3,30,92,78,75.5,89,22,92,64,80.3,11,New,56.7,Yes,26,2,1,0,61,15,58.8
HR25F1181,Panchkula,Panchkula-DH,Morni,01-10-2025,41,55.9,7,37.6,83,9.3,75,98,99,82,95,24,90,71,47.3,10,Follow-up,88.7,Yes,39,5,2,1,74,78.8,67.5
HR25F1182,Panipat,Panipat-DH,Ahar,01-10-2025,66.5,68.1,14,37.6,88,5.2,31,90,90,83.3,96,9,79,66,40,14.5,New,58,No,54,5,3,4,64,25.6,83.8
HR25F1183,Panipat,Panipat-DH,Dadlana,01-10-2025,63.5,80.3,10,51.6,89,8.5,64,97,80,87.2,89,12,83,88,58.3,15.5,New,58,Yes,39,3,1,0,17,52.8,43.8
HR25F1184,Panipat,Panipat-DH,Bapoli,01-10-2025,81.5,70.6,3,72,85,5.5,42,90,81,72.9,91,25,93,74,84,12,New,50,Yes,27,4,1,3,87,63.5,46.3
HR25F1185,Panipat,Panipat-DH,Mathloda,01-10-2025,56,77.9,5,58,93,3.9,62,96,79,62.5,95,5,85,61,62,10,Follow-up,31.3,No,56,1,2,2,18,49.3,90
HR25F1186,Panipat,Panipat-DH,Naultha,01-10-2025,66.5,49.8,3,93.6,87,5.4,66,93,78,48.2,96,13,78,84,85.8,20,New,70,Yes,60,3,1,1,57,59.9,75
HR25F1187,Panipat,Panipat-DH,Naraina,01-10-2025,68,87.7,12,88.5,83,7.3,53,98,82,37.8,91,8,98,62,85.8,14.5,Follow-up,44.7,Yes,18,3,3,0,33,37.5,87.5
HR25F1188,Panipat,Panipat-DH,Khotpura,01-10-2025,56,76.7,2,37.6,88,4.6,88,91,72,32.6,87,7,75,93,40,15.5,Online,79.3,Yes,33,0,0,4,47,78.8,78.8
HR25F1189,Rewari,Rewari-DH,Gurawara,01-10-2025,51.5,64.4,12,45.3,82,5.0,48,80,90,83.3,85,8,82,71,49.2,17.5,Follow-up,46,Yes,23,4,2,2,42,54,55
HR25F1190,Rewari,Rewari-DH,Bawal,01-10-2025,71,91.3,7,47.8,82,6.6,80,88,99,33.9,90,30,82,78,51,20,New,36.7,No,29,2,2,3,87,56.4,87.5
HR25F1191,Rewari,Rewari-DH,Nahar,01-10-2025,54.5,74.2,11,36.4,86,5.8,30,98,89,43,90,17,99,79,40,18,Follow-up,32.7,No,15,0,1,4,88,56.4,62.5
HR25F1192,Rewari,Rewari-DH,Mirpur,01-10-2025,62,73,5,55.5,71,6.6,44,82,71,52.1,93,24,91,67,84,11,New,50,Yes,20,2,0,3,82,69.4,77.5
HR25F1193,Rewari,Rewari-DH,Khol,01-10-2025,68,58.3,2,86,95,6.2,78,91,98,72.9,88,16,83,76,51,13,Telemedicine,90,Yes,13,2,2,2,35,44.5,66.3
HR25F1194,Rohtak,Rohtak-DH,Kahanaur,01-10-2025,63.5,46.1,5,86,75,6.5,50,93,82,92.4,93,25,87,80,85.8,16.5,Online,39.3,No,54,5,0,1,67,55.2,77.5
HR25F1195,Rohtak,Rohtak-DH,Sampla Kiloi,01-10-2025,75.5,47.3,15,54.2,79,5.2,79,87,100,53.4,94,17,96,62,84,15.5,Follow-up,55.3,Yes,48,2,1,3,43,76.5,58.8
HR25F1196,Rohtak,Rohtak-DH,Chiri,01-10-2025,51.5,58.3,9,50.4,85,6.2,63,83,96,87.2,88,24,79,91,76.7,17.5,Telemedicine,32.7,Yes,47,2,0,0,12,24.5,82.5
HR25F1197,Rohtak,Rohtak-DH,Madina,01-10-2025,69.5,79.1,1,75.8,92,4.5,42,89,85,59.9,86,25,82,84,54.7,14,Follow-up,88.7,No,25,4,3,2,81,30.4,50
HR25F1198,Rohtak,Rohtak-DH,Lakhan Majra,01-10-2025,66.5,76.7,7,52.9,96,7.6,86,100,72,39.1,97,7,77,79,52.8,10.5,New,56.7,No,42,4,2,1,50,39.8,82.5
HR25F1199,Sirsa,Sirsa-DH,Rania,01-10-2025,74,66.9,4,98.7,75,4.9,67,92,79,93.7,96,9,97,63,58.3,10.5,New,44.7,Yes,35,3,2,3,61,35.1,73.8
HR25F1200,Sirsa,Sirsa-DH,Odhan,01-10-2025,86,84,2,97.5,87,7.4,63,86,93,63.8,93,12,98,74,43.7,15,Follow-up,67.3,Yes,40,1,0,3,25,67,70
HR25F1201,Sirsa,Sirsa-DH,Bara‑Gudda,01-10-2025,95,53.4,14,78.4,75,5.5,83,84,71,58.6,99,13,89,60,82.2,14.5,Online,58,Yes,17,2,3,1,50,16.2,77.5
HR25F1202,Sirsa,Sirsa-DH,Kalanwali,01-10-2025,45.5,41.2,4,32.5,93,6.1,73,93,87,58.6,87,23,92,86,51,14.5,Online,38,Yes,34,4,1,4,31,23.3,45
HR25F1203,Sirsa,Sirsa-DH,Nathusari‑Chopta,01-10-2025,95,75.4,1,74.5,72,5.1,66,94,93,93.7,100,14,86,81,84,10,Follow-up,34,No,25,0,3,4,77,16.2,75
HR25F1204,Sirsa,Sirsa-DH,Madhosinghana,01-10-2025,71,58.3,10,61.8,85,4.4,80,93,95,44.3,98,29,97,88,43.7,18.5,New,68.7,Yes,48,5,3,4,66,35.1,72.5
HR25F1205,Sirsa,Sirsa-DH,Chautala,01-10-2025,60.5,88.9,11,51.6,74,3.4,38,83,94,57.3,95,5,96,82,49.2,15.5,Follow-up,46,No,28,4,0,0,56,24.5,66.3
HR25F1206,Sonipat,Sonipat-DH,Kharkhauda,01-10-2025,72.5,42.4,9,78.4,70,4.3,49,99,72,93.7,87,21,76,77,93.2,14.5,Online,58,No,45,5,2,0,20,62.3,77.5
HR25F1207,Sonipat,Sonipat-DH,Badkhalsa,01-10-2025,90.5,49.8,8,89.8,94,5.4,39,94,93,70.3,91,12,95,91,45.5,20,Follow-up,43.3,Yes,16,1,2,1,33,62.3,71.3
HR25F1208,Sonipat,Sonipat-DH,Ganaur,01-10-2025,77,54.7,0,60.5,73,6.1,76,98,91,92.4,92,27,76,86,60.2,12,Follow-up,58,Yes,33,4,3,0,10,51.6,68.8
HR25F1209,Sonipat,Sonipat-DH,Juan,01-10-2025,44,63.2,4,96.2,99,7.2,90,92,100,80.7,90,7,87,84,49.2,17,Follow-up,82,No,16,0,3,3,66,38.6,85
HR25F1210,Sonipat,Sonipat-DH,Mundlana,01-10-2025,80,92.6,1,75.8,84,5.2,86,83,95,88.5,87,27,82,83,71.2,17.5,Online,30,No,57,0,1,3,34,49.3,81.3
HR25F1211,Sonipat,Sonipat-DH,Firozepur‑bangar,01-10-2025,80,48.6,12,77.1,89,4.5,48,86,70,30,85,30,86,72,67.5,11.5,Online,55.3,Yes,50,3,1,1,25,18.5,82.5
HR25F1212,Sonipat,Sonipat-DH,Purkhas,01-10-2025,69.5,75.4,15,92.4,85,3.8,46,93,89,46.9,86,24,80,65,45.5,13.5,New,62,Yes,17,2,3,1,89,76.5,52.5
HR25F1213,Sonipat,Sonipat-DH,Bhainswal‑kalan,01-10-2025,95,52.2,9,55.5,79,6.5,31,88,80,72.9,88,6,87,76,74.8,11.5,New,88.7,No,12,4,1,4,32,31.5,90
HR25F1214,Yamunanagar,Yamunanagar-DH,Naharpur,01-10-2025,75.5,62,13,72,78,7.8,61,85,91,50.8,86,25,90,60,87.7,18.5,Online,62,No,56,3,1,4,67,28,61.3
HR25F1215,Yamunanagar,Yamunanagar-DH,Saraswatinagar,01-10-2025,93.5,84,7,84.7,73,7.6,71,92,78,44.3,85,21,98,61,84,17,Online,34,No,31,2,1,2,78,31.5,66.3
HR25F1216,Yamunanagar,Yamunanagar-DH,Sadhaura,01-10-2025,60.5,55.9,1,47.8,94,6.8,49,97,84,65.1,96,18,78,62,40,11,New,47.3,No,56,0,0,4,46,45.7,51.3
HR25F1217,Yamunanagar,Yamunanagar-DH,Chhachhrauli,01-10-2025,57.5,59.6,3,94.9,88,6.7,67,94,93,82,97,16,80,82,41.8,13.5,Follow-up,59.3,No,47,1,1,1,62,61.1,56.3
HR25F1218,Yamunanagar,Yamunanagar-DH,Bilaspur,01-10-2025,56,86.4,5,98.7,98,8.2,53,96,96,91.1,94,15,76,68,52.8,11.5,Telemedicine,52.7,No,38,4,1,4,56,46.9,40
HR25F1219,Yamunanagar,Yamunanagar-DH,Khizrabad,01-10-2025,69.5,57.1,4,73.3,95,6.3,80,82,86,78.1,92,12,95,93,80.3,17,Telemedicine,46,Yes,15,5,1,4,76,75.3,83.8
HR25F1220,Yamunanagar,Yamunanagar-DH,Akbarpur,01-10-2025,39.5,48.6,9,36.4,89,6.7,71,86,89,57.3,96,13,90,73,89.5,17,Online,83.3,No,35,0,3,3,52,80,53.8
HR25F1221,Ambala,Ambala-DH,Mullana,01-11-2025,38,43.7,5,77.1,90,5.4,38,85,81,75.5,97,9,78,92,49.2,20,New,62,No,55,5,1,1,72,46.9,67.5
HR25F1222,Ambala,Ambala-DH,Chaurmastpur,01-11-2025,86,52.2,0,96.2,86,3.9,35,91,84,84.6,87,12,86,81,84,17.5,Online,67.3,Yes,59,3,1,0,32,23.3,42.5
HR25F1223,Ambala,Ambala-DH,Shahzadpur,01-11-2025,42.5,90.1,13,93.6,76,4.8,86,80,89,52.1,89,28,94,66,56.5,13.5,New,90,No,57,2,2,3,20,30.4,76.3
HR25F1224,Ambala,Ambala-DH,Brara,01-11-2025,57.5,59.6,10,55.5,89,5.8,81,95,95,93.7,98,21,79,94,40,16.5,Online,70,No,33,0,0,2,50,16.2,90
HR25F1225,Ambala,Ambala-DH,Ambli,01-11-2025,95,86.4,3,72,90,5.9,88,86,88,93.7,92,12,80,79,67.5,18.5,New,42,No,30,2,1,2,44,69.4,73.8
HR25F1226,Bhiwani,Bhiwani-DH,Kairu,01-11-2025,77,54.7,7,66.9,93,8.5,66,85,75,62.5,85,9,98,93,58.3,18,Follow-up,58,No,47,5,3,4,48,48.1,53.8
HR25F1227,Bhiwani,Bhiwani-DH,Manheru,01-11-2025,78.5,87.7,10,96.2,86,5.9,34,90,97,69,86,17,88,83,51,14,Follow-up,31.3,No,44,0,3,0,87,44.5,47.5
HR25F1228,Bhiwani,Bhiwani-DH,Jamalpur,01-11-2025,86,49.8,2,47.8,78,7.5,49,80,82,76.8,90,18,84,84,43.7,17,Online,78,No,54,4,3,0,19,51.6,72.5
HR25F1229,Bhiwani,Bhiwani-DH,Dhanana,01-11-2025,69.5,48.6,2,37.6,76,5.2,88,80,86,57.3,85,12,91,85,76.7,19.5,Follow-up,74,Yes,11,2,3,0,70,59.9,48.8
HR25F1230,Bhiwani,Bhiwani-DH,Miran,01-11-2025,41,69.3,0,64.4,80,5.4,38,85,74,89.8,96,16,87,84,69.3,11.5,New,59.3,Yes,16,4,2,1,31,75.3,67.5
HR25F1231,Charkhi Dadri,Charkhi Dadri-DH,Gopi,01-11-2025,57.5,59.6,0,100,75,3.9,72,82,74,80.7,95,15,96,81,49.2,17.5,Online,87.3,Yes,10,4,1,2,31,55.2,76.3
HR25F1232,Charkhi Dadri,Charkhi Dadri-DH,Bondkalan,01-11-2025,65,74.2,5,41.5,75,4.8,72,86,92,49.5,100,17,83,72,51,11.5,New,68.7,No,40,3,1,0,46,24.5,47.5
HR25F1233,Charkhi Dadri,Charkhi Dadri-DH,Jhojukalan,01-11-2025,66.5,59.6,1,59.3,79,6.6,34,93,96,79.4,100,10,80,91,63.8,15,New,82,No,54,2,3,2,27,32.7,66.3
HR25F1234,Faridabad,ESIC Medical College,Kurali,01-11-2025,63.5,49.8,3,87.3,92,5.8,76,80,100,79.4,94,23,95,75,47.3,18,Telemedicine,90,Yes,22,4,1,1,38,61.1,53.8
HR25F1235,Faridabad,ESIC Medical College,Pali,01-11-2025,78.5,42.4,0,84.7,96,7.1,64,91,84,80.7,90,25,80,75,87.7,17.5,Follow-up,56.7,Yes,39,5,0,1,76,51.6,90
HR25F1236,Faridabad,ESIC Medical College,Tigaon Kheri,01-11-2025,50,54.7,2,42.7,81,6.1,79,89,70,63.8,96,16,83,92,76.7,16.5,Online,72.7,No,25,2,0,1,24,20.9,66.3
HR25F1237,Faridabad,ESIC Medical College,Kalan,01-11-2025,71,44.9,1,38.9,94,5.3,36,90,79,57.3,87,6,84,66,74.8,16,Follow-up,84.7,Yes,25,5,1,2,88,50.5,81.3
HR25F1238,Fatehabad,Fatehabad-DH,Bhattukalan,01-11-2025,68,49.8,2,100,100,8.8,83,87,89,67.7,99,24,84,61,51,17.5,Online,54,No,29,5,2,1,64,51.6,46.3
HR25F1239,Fatehabad,Fatehabad-DH,Bhuna,01-11-2025,36.5,55.9,1,55.5,72,5.7,62,92,83,82,100,30,93,78,47.3,17,Online,82,No,11,4,2,4,38,69.4,47.5
HR25F1240,Fatehabad,Fatehabad-DH,Jakhal,01-11-2025,47,80.3,5,56.7,99,7.4,72,94,95,58.6,96,26,99,75,85.8,14.5,Follow-up,71.3,No,43,0,3,1,40,54,50
HR25F1241,Fatehabad,Fatehabad-DH,Badopal,01-11-2025,60.5,86.4,15,37.6,98,5.2,77,90,90,82,94,26,92,90,89.5,12.5,Telemedicine,47.3,No,22,5,1,2,19,49.3,47.5
HR25F1242,Fatehabad,Fatehabad-DH,Bothankalan,01-11-2025,66.5,64.4,15,69.5,95,6.8,48,93,100,56,85,19,78,63,85.8,17,Follow-up,78,Yes,20,4,0,0,75,78.8,73.8
HR25F1243,Gurgaon,Gurgaon-DH,Farukhnagar,01-11-2025,56,70.6,2,100,98,7.1,56,83,74,46.9,92,18,98,69,69.3,19,Online,82,No,16,3,2,3,25,16.2,57.5
HR25F1244,Gurgaon,Gurgaon-DH,Bhora,01-11-2025,51.5,60.8,4,40.2,71,6.1,47,93,90,78.1,98,11,99,82,62,14,Online,66,No,56,5,0,1,45,38.6,75
HR25F1245,Gurgaon,Gurgaon-DH,Kalan,01-11-2025,84.5,69.3,3,75.8,93,3.0,73,80,78,88.5,88,14,91,94,54.7,19,New,80.7,No,49,3,2,4,20,18.5,60
HR25F1246,Gurgaon,Gurgaon-DH,Ghangola,01-11-2025,60.5,77.9,2,40.2,73,5.8,87,90,96,61.2,93,11,98,73,73,13.5,Follow-up,72.7,No,50,5,2,0,72,31.5,60
HR25F1247,Hisar,Maharaja Agrasen Medical College,Siswal,01-11-2025,78.5,74.2,4,60.5,98,7.6,53,81,80,35.2,90,29,81,65,78.5,13,Telemedicine,67.3,Yes,41,0,0,0,40,77.6,51.3
HR25F1248,Hisar,Maharaja Agrasen Medical College,Mangali,01-11-2025,66.5,95,1,79.6,78,6.6,34,85,73,40.4,99,19,82,60,80.3,13.5,New,87.3,Yes,40,2,2,1,55,56.4,87.5
HR25F1249,Hisar,Maharaja Agrasen Medical College,Aryanagar,01-11-2025,44,64.4,11,74.5,98,6.4,84,84,79,88.5,99,15,96,70,60.2,12.5,New,90,No,58,3,1,1,18,48.1,78.8
HR25F1250,Hisar,Maharaja Agrasen Medical College,Uklana,01-11-2025,60.5,47.3,0,94.9,82,3.4,88,100,77,92.4,88,20,82,60,89.5,18,Follow-up,54,Yes,55,1,1,4,83,45.7,73.8
HR25F1251,Hisar,Maharaja Agrasen Medical College,Mirchpur,01-11-2025,83,48.6,4,38.9,100,4.8,82,96,100,75.5,91,26,80,73,40,16.5,New,39.3,No,31,3,1,4,43,72.9,62.5
HR25F1252,Hisar,Maharaja Agrasen Medical College,SisaiBola,01-11-2025,54.5,40,1,89.8,90,6.4,34,94,89,46.9,95,25,75,72,74.8,11,Online,48.7,No,15,5,3,2,20,41,66.3
HR25F1253,Hisar,Maharaja Agrasen Medical College,Khanda,01-11-2025,83,85.2,3,44,78,6.4,42,99,74,45.6,97,19,89,89,63.8,10,New,44.7,Yes,24,0,0,1,82,49.3,57.5
HR25F1254,Hisar,Maharaja Agrasen Medical College,Kheri,01-11-2025,92,46.1,6,59.3,95,7.5,55,87,77,50.8,85,10,76,95,65.7,16,New,64.7,No,46,1,3,0,71,45.7,78.8
HR25F1255,Hisar,Maharaja Agrasen Medical College,Sorkhi,01-11-2025,44,87.7,6,66.9,72,5.6,53,98,83,39.1,100,14,75,80,54.7,13.5,Online,39.3,No,22,4,3,0,83,45.7,80
HR25F1256,Jhajjar,Jhajjar-DH,Dighal,01-11-2025,84.5,55.9,11,38.9,92,6.4,49,90,79,56,93,7,77,88,54.7,13,New,56.7,Yes,17,4,0,0,25,80,42.5
HR25F1257,Jhajjar,Jhajjar-DH,Dhakla,01-11-2025,71,82.8,3,63.1,78,5.8,83,100,99,95,95,17,93,79,40,15,Follow-up,46,Yes,25,4,1,4,42,69.4,58.8
HR25F1258,Jhajjar,Jhajjar-DH,Jamalpur,01-11-2025,89,66.9,10,30,99,4.4,30,96,76,89.8,87,15,85,60,73,15,Online,52.7,No,48,3,2,3,78,32.7,70
HR25F1259,Jhajjar,Jhajjar-DH,Dubaldhan,01-11-2025,83,59.6,1,75.8,75,3.0,51,91,83,56,87,11,75,73,87.7,12,Online,44.7,Yes,13,0,0,2,49,51.6,61.3
HR25F1260,Jhajjar,Jhajjar-DH,Badli,01-11-2025,92,73,1,96.2,98,6.4,55,86,96,69,100,16,100,83,63.8,13,Online,52.7,Yes,53,1,0,2,73,36.3,43.8
HR25F1261,Jhajjar,Jhajjar-DH,Charra,01-11-2025,66.5,69.3,15,77.1,77,6.0,49,84,97,49.5,85,7,85,86,76.7,12.5,New,47.3,Yes,52,4,0,2,33,80,53.8
HR25F1262,Jind,Jind-DH,Jullana,01-11-2025,74,88.9,0,51.6,97,5.0,48,83,70,74.2,93,18,78,92,49.2,15,New,31.3,No,57,3,2,0,57,78.8,70
HR25F1263,Jind,Jind-DH,Kalwa,01-11-2025,56,91.3,8,40.2,89,3.6,31,97,75,61.2,85,25,98,87,63.8,15.5,New,67.3,No,24,2,3,0,45,71.7,68.8
HR25F1264,Jind,Jind-DH,Kharakramji,01-11-2025,36.5,44.9,1,47.8,93,6.7,37,94,74,70.3,99,25,76,66,40,11.5,New,67.3,No,46,1,0,0,19,56.4,45
HR25F1265,Jind,Jind-DH,Ujhana,01-11-2025,90.5,79.1,2,45.3,77,5.5,57,97,79,52.1,93,7,94,67,73,18,Follow-up,32.7,Yes,15,0,3,3,64,23.3,85
HR25F1266,Jind,Jind-DH,Kandela,01-11-2025,93.5,65.7,3,30,70,6.6,60,96,86,39.1,96,12,96,75,62,10,New,51.3,Yes,16,4,1,0,52,24.5,58.8
HR25F1267,Jind,Jind-DH,Muana,01-11-2025,39.5,84,12,64.4,84,8.4,64,95,89,48.2,91,11,91,80,91.3,19,Follow-up,67.3,No,18,2,2,2,67,15,78.8
HR25F1268,Jind,Jind-DH,Alewa,01-11-2025,80,48.6,4,60.5,87,3.0,62,85,83,62.5,90,12,82,94,62,17.5,New,79.3,No,21,0,1,4,72,41,47.5
HR25F1269,Kaithal,Kaithal-DH,Kaul,01-11-2025,84.5,49.8,12,89.8,92,4.8,62,92,91,57.3,90,23,81,87,56.5,16,Follow-up,31.3,No,18,2,1,1,58,55.2,58.8
HR25F1270,Kaithal,Kaithal-DH,Siwan,01-11-2025,38,68.1,13,91.1,89,5.5,46,87,89,93.7,85,29,92,84,43.7,17,New,76.7,No,14,4,3,4,10,69.4,57.5
HR25F1271,Kaithal,Kaithal-DH,Rajaund,01-11-2025,47,43.7,4,83.5,80,7.8,78,86,98,48.2,88,9,93,72,58.3,17,New,36.7,No,11,3,2,4,71,71.7,80
HR25F1272,Kaithal,Kaithal-DH,Pundri,01-11-2025,59,80.3,2,47.8,85,3.5,51,81,97,53.4,86,20,97,83,91.3,16.5,Follow-up,32.7,Yes,55,1,1,4,52,24.5,63.8
HR25F1273,Karnal,Kalpana Chawala Medical College,Taraori,01-11-2025,90.5,87.7,5,97.5,73,8.5,71,96,98,53.4,95,5,100,83,87.7,11.5,Follow-up,63.3,Yes,19,3,2,2,39,54,55
HR25F1274,Karnal,Kalpana Chawala Medical College,Gharunda,01-11-2025,84.5,77.9,15,100,80,6.0,77,93,77,36.5,100,16,82,95,85.8,12,Online,75.3,No,32,3,3,2,25,16.2,66.3
HR25F1275,Karnal,Kalpana Chawala Medical College,Nissing,01-11-2025,48.5,75.4,12,51.6,93,5.7,80,90,79,40.4,92,18,85,68,85.8,10,Online,72.7,Yes,27,3,3,3,25,29.2,52.5
HR25F1276,Karnal,Kalpana Chawala Medical College,Kunjpura,01-11-2025,78.5,58.3,5,97.5,92,5.5,42,97,91,85.9,85,10,98,64,56.5,18.5,Online,66,Yes,16,4,1,3,15,72.9,78.8
HR25F1277,Karnal,Kalpana Chawala Medical College,Ballah,01-11-2025,59,73,3,60.5,81,5.2,58,82,79,89.8,94,9,80,75,45.5,15,Follow-up,59.3,No,20,0,0,4,72,43.4,63.8
